10th_percent,12th_percent,jee_rank,gender,experience,experience_field,engineering_field,college_tier,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,cgpa,domain,referral,salary
87.9,94.1,18936,Female,1,0.4,Computer Science,Top IIT,0,1,1,4,3,2,3,98,2,5,3,2,4.05,Machine Learning,No,4341273
90.5,89.0,933,Female,0,0.0,Mechanical,Top IIT,1,1,0,2,4,4,1,62,5,10,6,3,2.85,Full Stack,Yes,2787325
91.6,81.0,15550,Female,1,0.2,Civil,Top IIT,1,1,2,5,5,1,1,75,4,14,7,1,4.15,Other,No,2390789
92.2,82.6,8059,Male,1,0.6,Electrical,Top IIT,0,2,0,2,3,1,2,74,4,8,3,2,2.34,Android Development,Yes,2789206
97.3,85.2,61231,Female,1,0.9,Computer Science,Mid IIT,1,2,2,3,3,2,0,94,5,9,3,1,5.72,Machine Learning,Yes,2244258
78.5,83.1,1715,Male,0,0.0,Computer Science,Top IIT,0,2,1,3,3,2,3,22,2,10,3,1,5.34,Android Development,No,3741134
71.4,65.1,6012,Female,2,1.4,Computer Science,Top IIT,2,1,4,3,3,3,2,62,9,10,0,1,3.73,Android Development,Yes,5810796
91.6,78.1,2768,Male,1,0.3,Computer Science,Top IIT,3,1,6,3,5,1,0,119,9,10,0,2,5.28,Machine Learning,No,4656220
75.9,72.9,3097,Male,0,0.0,Mechanical,Top IIT,0,2,2,4,3,5,1,110,1,18,1,2,4.23,Machine Learning,No,2263956
65.9,76.6,16922,Female,2,0.4,Electrical,Mid IIT,1,1,3,3,4,2,1,106,4,10,1,0,5.64,Other,No,1705122
74.3,76.4,10222,Female,2,1.7,Mechanical,Top IIT,4,3,4,3,3,4,1,103,7,11,2,2,7.33,Android Development,No,3097948
84.9,87.4,2311,Female,1,0.9,Electrical,Top IIT,0,3,1,2,4,3,0,97,4,10,2,0,6.7,Android Development,No,2943339
90.4,82.2,1749,Female,0,0.0,Electrical,Top IIT,2,2,0,2,4,3,0,84,6,9,2,4,4.41,Full Stack,No,2597561
74.3,77.6,6860,Female,0,0.0,Computer Science,Top IIT,3,1,3,3,2,2,2,56,1,10,6,1,1.83,Machine Learning,No,4885645
93.1,82.4,900,Male,1,0.6,Civil,Top IIT,2,3,2,3,4,2,3,95,5,10,3,0,3.34,Machine Learning,Yes,2444173
82.8,82.2,3440,Female,1,0.1,Computer Science,Top IIT,1,1,4,2,3,2,1,114,2,13,5,1,3.73,Android Development,Yes,4759654
70.0,72.7,740,Female,3,1.3,Computer Science,Top IIT,3,3,4,4,3,4,1,119,8,15,4,1,1.94,Machine Learning,Yes,6457168
65.0,61.7,728,Female,2,0.6,Civil,Top IIT,2,5,4,4,4,3,1,104,8,13,3,3,4.93,Full Stack,Yes,2600953
72.9,78.5,6094,Female,2,0.2,Electrical,Top IIT,0,1,1,5,3,4,0,49,4,16,0,1,5.87,Other,Yes,3035162
82.2,73.6,6534,Female,0,0.0,Electrical,Top IIT,1,1,1,4,3,1,1,78,8,13,1,2,5.34,Other,Yes,3464116
72.1,64.1,6756,Female,0,0.0,Computer Science,Top IIT,1,1,0,5,3,3,1,134,7,7,1,4,2.07,Full Stack,No,3905477
83.6,74.7,22798,Female,1,0.7,Computer Science,Top IIT,2,2,1,3,3,3,3,64,2,6,3,2,4.88,Android Development,Yes,4860210
74.6,60.0,4362,Male,0,0.0,Computer Science,Top IIT,1,1,2,3,4,3,1,92,1,12,1,1,6.72,Other,Yes,3359208
78.1,84.3,10648,Female,1,0.9,Mechanical,Top IIT,3,4,2,3,3,1,2,96,9,13,1,1,4.69,Full Stack,No,2673320
99.1,96.2,1467,Female,0,0.0,Mechanical,Top IIT,1,2,4,3,3,4,1,49,8,11,4,1,2.52,Android Development,Yes,2859478
79.3,84.7,1071,Male,1,0.2,Civil,Top IIT,2,2,0,2,3,2,5,81,7,2,2,1,4.21,Android Development,No,2213101
73.7,61.0,5900,Female,0,0.0,Electrical,Mid IIT,1,1,2,4,2,2,0,61,1,17,4,1,9.09,Machine Learning,Yes,1353051
74.9,60.0,10563,Male,0,0.0,Mechanical,Top IIT,0,2,1,4,4,3,1,103,9,5,1,4,6.04,Android Development,Yes,2644206
72.6,72.5,2381,Female,1,0.2,Computer Science,Top IIT,3,2,5,2,3,2,2,62,5,11,4,3,7.41,Full Stack,Yes,4962321
67.4,68.9,1948,Female,1,0.9,Computer Science,Top IIT,3,2,2,4,5,2,2,80,3,15,4,0,7.17,Other,Yes,4560664
88.3,76.8,3960,Male,1,0.4,Electronics,Top IIT,3,1,3,2,3,4,2,94,6,7,1,1,2.03,Android Development,Yes,3968913
80.8,84.8,4155,Male,0,0.0,Electronics,Top IIT,0,1,1,2,3,3,0,29,3,9,2,1,1.9,Android Development,No,3340317
80.0,63.3,8449,Female,0,0.0,Electrical,Top IIT,1,1,3,3,3,5,4,37,4,5,2,0,2.25,Full Stack,Yes,2867265
65.4,60.0,1084,Male,1,0.4,Mechanical,Mid IIT,0,1,2,4,2,3,1,77,3,15,1,0,6.8,Full Stack,No,1622052
76.3,65.1,4978,Male,0,0.0,Electrical,Top IIT,0,1,1,4,2,4,3,94,9,8,3,4,4.26,Other,No,2575150
88.2,84.4,1691,Male,0,0.0,Electrical,Top IIT,0,1,1,4,5,4,5,133,7,7,1,0,5.13,Full Stack,Yes,2724095
80.5,84.4,4330,Female,1,0.9,Mechanical,Top IIT,5,2,5,3,5,3,2,93,6,12,2,2,5.35,Other,Yes,3103256
75.0,70.0,5337,Female,1,0.7,Computer Science,Top IIT,1,2,0,4,3,3,3,113,3,10,0,1,4.79,Other,Yes,3631077
75.7,62.8,19982,Female,1,0.3,Computer Science,Top IIT,1,2,3,4,4,2,0,71,11,10,2,2,3.86,Android Development,Yes,4437430
97.3,93.2,5285,Female,1,0.2,Mechanical,Top IIT,2,1,2,4,2,5,4,103,2,14,6,0,5.9,Machine Learning,No,2392666
79.9,72.9,4285,Male,0,0.0,Computer Science,Mid IIT,0,1,1,5,4,3,2,111,6,9,3,2,7.39,Machine Learning,Yes,1904994
69.0,60.0,2795,Male,1,0.0,Computer Science,Top IIT,2,1,4,3,4,3,0,65,3,8,1,2,7.19,Full Stack,Yes,4728104
99.6,93.0,880,Male,2,1.0,Computer Science,Top IIT,1,2,0,2,3,4,0,145,3,5,5,3,4.86,Android Development,Yes,5182858
88.5,82.4,711,Male,0,0.0,Computer Science,Top IIT,1,2,1,5,3,3,1,72,4,9,6,1,8.22,Other,No,3886994
93.9,82.7,1447,Male,0,0.0,Electrical,Top IIT,2,2,2,4,4,3,5,36,7,15,5,1,3.97,Full Stack,Yes,2679472
89.9,68.8,3738,Female,0,0.0,Computer Science,Mid IIT,3,1,5,4,3,3,0,101,7,8,0,1,3.22,Other,Yes,2080635
86.5,84.1,3270,Male,1,1.0,Computer Science,Top IIT,2,3,2,3,4,2,2,86,3,12,0,2,8.39,Other,No,4840726
69.2,65.6,5890,Male,1,0.6,Electrical,Top IIT,0,2,1,4,3,3,3,61,6,13,1,1,8.03,Full Stack,Yes,2323986
81.6,75.7,3818,Male,0,0.0,Computer Science,Mid IIT,0,2,2,4,4,3,1,81,8,8,3,0,8.55,Machine Learning,Yes,2084880
84.1,76.0,10910,Female,0,0.0,Electrical,Mid IIT,2,2,1,3,3,3,4,19,3,9,3,1,4.01,Android Development,No,1392094
87.1,81.8,2071,Male,1,0.5,Civil,Top IIT,1,1,1,4,2,4,2,109,4,17,4,1,8.4,Android Development,No,1947496
89.7,80.4,2796,Male,2,1.4,Electronics,Top IIT,0,4,4,4,2,3,3,47,5,10,3,1,4.95,Full Stack,Yes,4250332
79.1,79.2,2316,Female,0,0.0,Computer Science,Top IIT,0,4,2,2,4,2,1,100,4,4,1,2,5.94,Full Stack,No,4042927
75.8,67.7,18390,Female,1,0.1,Civil,Top IIT,2,1,1,3,5,4,1,63,2,15,1,0,4.91,Other,No,2340484
93.7,97.7,1108,Male,0,0.0,Electrical,Top IIT,0,1,3,3,4,3,0,122,4,9,6,2,7.18,Other,No,2979995
85.2,81.1,4691,Female,1,0.7,Electrical,Top IIT,1,2,2,4,4,2,3,70,8,9,2,2,7.46,Android Development,Yes,3540037
92.8,86.0,1886,Male,1,0.4,Computer Science,Top IIT,1,1,1,3,4,2,2,102,5,11,1,1,7.39,Full Stack,Yes,3890610
84.7,70.4,5064,Male,0,0.0,Electrical,Top IIT,0,1,3,4,4,4,1,30,1,10,1,2,9.29,Full Stack,Yes,2754176
95.6,84.4,21292,Male,0,0.0,Civil,Top IIT,3,1,3,4,4,5,2,31,5,12,6,1,8.3,Android Development,No,2327149
79.9,71.5,17676,Male,1,0.5,Computer Science,Top IIT,0,2,1,3,4,2,0,75,4,11,5,5,7.74,Machine Learning,Yes,5337495
79.3,69.6,2670,Male,0,0.0,Computer Science,Top IIT,1,1,0,4,3,4,1,104,5,8,2,0,3.39,Full Stack,Yes,4219367
69.2,60.0,2997,Male,0,0.0,Computer Science,Top IIT,1,2,4,3,5,2,0,85,4,7,4,1,5.42,Android Development,No,6028169
66.0,68.7,1435,Male,0,0.0,Civil,Top IIT,3,3,3,3,3,3,1,97,7,11,1,0,6.83,Android Development,Yes,2389565
64.8,60.0,8080,Male,0,0.0,Electrical,Mid IIT,1,1,0,4,3,3,1,132,3,15,1,1,9.11,Machine Learning,No,1514142
77.2,71.7,2610,Female,4,1.8,Electrical,Top IIT,1,3,2,4,4,2,2,100,8,9,2,1,3.25,Machine Learning,Yes,3106302
70.1,72.0,12718,Female,2,0.9,Civil,Top IIT,1,1,3,3,3,3,1,70,4,10,3,1,1.99,Full Stack,No,2648873
83.0,66.9,18155,Male,0,0.0,Electronics,Mid IIT,1,1,4,4,4,2,2,120,3,15,4,1,2.36,Other,No,1914856
66.7,60.0,1639,Female,1,0.2,Computer Science,Mid IIT,3,2,2,3,2,2,2,117,4,11,2,1,8.52,Full Stack,No,2208587
89.2,73.4,2468,Female,2,0.7,Computer Science,Top IIT,1,3,1,4,5,4,0,76,4,9,3,1,6.99,Android Development,Yes,5461977
81.2,77.1,6415,Male,0,0.0,Computer Science,Top IIT,0,1,6,4,4,3,1,51,5,6,2,2,7.76,Machine Learning,Yes,5325767
91.4,100.0,4863,Male,3,3.0,Electrical,Top IIT,4,4,3,3,3,3,0,131,10,8,3,1,1.62,Other,No,3904546
77.2,83.4,809,Male,3,0.4,Computer Science,Top IIT,2,2,0,2,4,4,2,102,2,11,1,0,6.31,Android Development,Yes,5328958
79.8,73.2,7107,Female,0,0.0,Computer Science,Top IIT,0,1,3,4,3,3,1,49,4,11,3,1,3.57,Other,No,4526805
80.6,72.9,3534,Male,3,2.0,Computer Science,Top IIT,3,3,2,4,3,3,4,82,5,6,1,1,3.21,Android Development,Yes,5006301
71.0,73.2,2257,Male,0,0.0,Electrical,Top IIT,0,2,3,4,4,5,1,74,3,11,6,1,7.24,Other,Yes,2622546
76.8,62.8,2189,Male,1,0.8,Computer Science,Mid IIT,2,1,3,4,4,3,2,49,3,10,7,1,4.47,Full Stack,Yes,3455940
91.9,88.6,722,Female,2,1.1,Computer Science,Top IIT,4,1,1,2,4,3,2,120,6,7,4,1,6.38,Other,No,5462241
77.5,80.2,949,Male,1,0.2,Mechanical,Top IIT,1,1,3,3,3,2,2,83,4,3,1,2,6.67,Other,No,2398933
94.2,98.9,5456,Female,2,0.6,Mechanical,Mid IIT,2,3,5,4,3,3,2,121,5,6,4,1,7.75,Other,Yes,1252269
66.2,60.0,868,Female,0,0.0,Computer Science,Mid IIT,1,3,2,3,3,3,0,1,6,6,5,2,6.29,Machine Learning,No,2219139
74.9,81.5,2312,Female,0,0.0,Electrical,Top IIT,1,1,2,2,3,1,2,72,6,9,2,1,5.69,Other,Yes,3429337
98.1,91.4,5949,Female,1,0.7,Electrical,Top IIT,4,2,2,3,3,4,3,109,6,11,6,4,6.31,Android Development,Yes,3026875
73.4,63.9,703,Female,1,0.3,Electrical,Mid IIT,0,1,2,3,3,3,1,118,4,11,3,0,6.72,Machine Learning,Yes,1751934
74.9,79.1,6462,Female,0,0.0,Civil,Top IIT,1,1,2,3,3,3,1,46,6,10,5,3,9.77,Full Stack,No,1843696
78.5,74.4,12509,Female,1,0.4,Computer Science,Top IIT,2,2,3,3,4,3,2,95,5,15,1,2,3.16,Other,Yes,4126055
90.1,83.6,5825,Male,0,0.0,Computer Science,Mid IIT,0,2,1,2,3,2,1,48,6,8,0,3,5.19,Machine Learning,Yes,2033015
87.7,95.4,5429,Male,2,1.8,Electrical,Top IIT,5,2,2,4,3,3,2,126,5,6,2,1,2.74,Machine Learning,No,3245669
65.1,61.0,2245,Male,0,0.0,Mechanical,Top IIT,1,1,2,4,4,4,3,85,5,13,5,1,8.74,Full Stack,No,2557382
89.9,94.4,1928,Male,2,0.3,Computer Science,Top IIT,2,3,2,4,4,1,0,100,2,10,2,1,6.16,Full Stack,Yes,4983600
63.7,65.7,3591,Male,1,0.1,Civil,Top IIT,1,1,0,3,3,3,3,103,5,12,3,3,2.38,Machine Learning,No,2230781
97.0,89.2,1191,Female,1,0.7,Computer Science,Top IIT,1,1,3,3,3,3,3,102,4,4,1,1,2.23,Other,No,4476819
74.3,73.6,5982,Female,0,0.0,Civil,Top IIT,2,3,1,4,3,2,2,48,3,10,3,2,1.44,Other,No,2085031
91.5,81.0,9673,Female,1,0.1,Computer Science,Top IIT,3,2,0,4,3,3,3,93,5,8,5,1,8.0,Android Development,No,3780251
82.5,83.0,875,Male,2,1.8,Computer Science,Top IIT,1,2,4,3,4,3,4,111,4,6,5,3,5.3,Other,Yes,5727607
75.9,79.8,1496,Male,1,1.0,Electrical,Top IIT,2,2,0,3,2,4,1,110,2,11,3,1,2.72,Machine Learning,No,2469216
96.3,99.6,19307,Female,0,0.0,Computer Science,Top IIT,0,1,3,3,3,2,4,83,4,11,1,8,4.0,Machine Learning,Yes,4378609
65.5,60.0,672,Male,0,0.0,Computer Science,Mid IIT,0,3,1,2,4,2,2,70,3,9,2,2,7.38,Android Development,Yes,1996906
84.2,85.5,5070,Male,0,0.0,Electrical,Top IIT,0,1,2,2,4,4,3,80,3,11,2,3,2.82,Machine Learning,Yes,2756719
98.7,100.0,3097,Female,0,0.0,Electrical,Top IIT,2,2,1,3,5,3,1,94,2,15,6,1,6.38,Full Stack,Yes,3049418
93.0,98.2,4201,Male,0,0.0,Electrical,Top IIT,0,1,0,2,2,3,0,38,2,11,4,1,4.7,Other,Yes,2521201
86.6,69.3,1020,Female,1,0.7,Civil,Top IIT,1,2,1,2,3,2,0,115,6,6,4,6,6.17,Other,Yes,2499613
83.9,95.8,5080,Female,0,0.0,Civil,Top IIT,1,1,1,4,5,3,1,118,5,12,3,1,6.24,Full Stack,No,1678806
95.1,86.0,27780,Female,2,1.3,Computer Science,Mid IIT,6,3,7,4,3,3,0,47,3,17,6,2,3.28,Other,No,3226481
98.8,94.0,12945,Female,0,0.0,Electrical,Top IIT,1,1,1,4,4,3,1,35,4,11,10,2,3.68,Machine Learning,Yes,2306179
84.0,77.9,429,Female,0,0.0,Computer Science,Top IIT,1,1,0,5,4,2,0,85,4,12,1,1,4.08,Other,No,3687701
86.4,92.2,3046,Male,0,0.0,Civil,Top IIT,1,1,4,4,4,3,1,106,8,9,6,1,5.97,Android Development,No,2094304
90.4,85.1,5290,Female,3,0.9,Computer Science,Mid IIT,4,4,1,3,2,4,2,94,4,14,3,2,5.66,Android Development,No,2562080
70.1,62.1,1636,Male,2,1.4,Electrical,Top IIT,0,3,1,4,4,4,2,85,5,10,1,0,2.31,Other,Yes,2649237
76.5,68.4,3707,Male,0,0.0,Mechanical,Top IIT,1,1,2,3,2,3,2,91,3,10,3,1,7.64,Android Development,Yes,2392288
80.8,84.3,63378,Female,0,0.0,Mechanical,NIT,2,2,1,3,3,2,2,72,0,13,3,2,2.92,Other,No,589723
82.8,63.3,7236,Male,2,1.5,Mechanical,Top IIT,1,3,1,3,4,4,1,89,4,6,2,2,6.9,Full Stack,Yes,2821338
93.7,78.7,7256,Male,0,0.0,Computer Science,Top IIT,3,2,0,3,4,3,1,114,3,11,7,0,7.5,Other,No,3041097
64.0,66.1,4005,Male,1,0.6,Computer Science,Top IIT,1,2,2,4,3,2,3,133,3,8,2,3,6.5,Other,No,4070778
80.1,87.0,65157,Male,1,0.3,Electronics,Mid IIT,1,2,2,3,3,4,2,134,5,9,1,0,8.95,Other,Yes,1668635
66.6,70.5,5326,Male,2,1.9,Computer Science,Top IIT,2,4,1,3,4,3,2,39,8,13,2,4,5.63,Android Development,Yes,4832107
86.3,88.1,538,Female,0,0.0,Civil,Top IIT,2,2,2,2,4,4,2,157,7,6,4,1,3.78,Other,No,2293295
65.5,69.0,9290,Female,1,0.6,Computer Science,Top IIT,1,1,1,3,3,3,1,85,2,13,4,1,4.07,Machine Learning,No,4464578
96.2,90.7,5947,Male,0,0.0,Computer Science,Top IIT,1,2,3,4,4,2,1,107,4,7,3,0,8.01,Android Development,Yes,4958228
98.0,100.0,660,Female,0,0.0,Electrical,Top IIT,1,2,2,3,2,3,4,112,2,9,3,1,3.44,Android Development,Yes,3092070
94.1,80.4,11654,Male,1,1.0,Computer Science,Top IIT,2,2,4,3,4,2,1,164,9,13,1,0,6.94,Machine Learning,No,4747608
84.5,76.6,1530,Male,0,0.0,Electronics,Top IIT,2,1,3,4,2,4,3,93,7,4,2,2,4.37,Full Stack,No,3914696
97.5,93.9,5542,Female,0,0.0,Electrical,Top IIT,0,1,1,3,4,1,3,45,8,9,2,0,6.55,Other,Yes,2441405
71.9,76.7,1746,Female,1,0.9,Computer Science,Top IIT,1,3,0,3,2,4,0,70,6,9,2,0,3.21,Other,No,3886309
86.6,100.0,2833,Male,1,0.3,Computer Science,Top IIT,1,1,1,3,2,2,2,66,5,11,2,1,2.83,Full Stack,Yes,4456185
71.1,75.9,2082,Female,2,0.3,Electrical,Top IIT,1,1,1,3,3,1,2,86,2,7,3,2,7.54,Machine Learning,No,2890541
85.7,86.2,2384,Male,1,0.6,Computer Science,Top IIT,0,2,1,3,4,4,1,56,10,9,3,2,4.59,Full Stack,No,4217997
91.0,85.2,2329,Male,0,0.0,Electrical,Top IIT,0,1,0,2,4,2,1,39,4,12,5,0,5.33,Android Development,No,2453425
67.5,62.3,1672,Female,0,0.0,Computer Science,Top IIT,0,2,2,3,5,5,4,101,5,9,1,1,5.21,Android Development,Yes,4752324
86.6,93.3,2566,Male,0,0.0,Computer Science,Top IIT,2,2,2,4,2,4,3,63,9,14,2,0,8.26,Full Stack,Yes,5060858
98.8,92.5,13819,Female,0,0.0,Computer Science,Top IIT,0,3,0,4,3,4,1,69,2,6,6,2,1.61,Machine Learning,Yes,3575355
65.3,61.5,4938,Male,2,0.2,Computer Science,Top IIT,1,1,4,3,4,2,0,138,4,12,3,1,6.04,Machine Learning,Yes,5146527
81.7,74.4,3112,Male,1,0.5,Electronics,Top IIT,1,1,1,3,5,1,2,78,7,9,3,2,2.86,Other,No,3386472
79.7,69.2,10151,Male,1,0.2,Computer Science,Top IIT,0,3,0,3,3,1,2,109,3,13,4,1,8.07,Other,No,4941061
86.1,84.9,6721,Female,2,1.0,Civil,Top IIT,4,2,3,4,4,3,0,56,10,13,0,5,3.58,Android Development,No,2784883
69.5,77.2,8013,Male,1,0.8,Computer Science,Top IIT,4,3,3,4,5,2,1,91,4,11,2,4,5.18,Android Development,Yes,4793955
71.2,77.7,4258,Male,2,0.9,Computer Science,Mid IIT,0,1,1,3,4,2,1,77,7,13,0,1,5.33,Machine Learning,Yes,1982779
87.3,93.9,1308,Female,2,0.0,Mechanical,Top IIT,1,2,2,4,3,2,3,115,2,10,0,2,1.95,Full Stack,Yes,2805586
84.2,73.3,29422,Male,1,0.2,Mechanical,Top IIT,2,1,1,4,4,4,4,121,5,9,1,0,3.17,Full Stack,No,2434191
81.8,69.5,813,Female,2,1.5,Mechanical,Top IIT,3,4,3,3,3,3,2,128,3,9,4,3,5.82,Full Stack,Yes,2873866
89.4,97.6,7415,Female,0,0.0,Mechanical,Top IIT,0,2,0,4,4,3,3,120,5,7,4,0,5.44,Full Stack,No,2102681
77.1,74.2,7425,Male,1,0.2,Computer Science,Top IIT,1,2,3,3,4,1,4,79,9,6,3,2,3.64,Android Development,Yes,5339538
93.0,83.4,6793,Female,3,0.7,Mechanical,Mid IIT,1,1,2,3,5,3,3,76,7,10,2,0,7.37,Full Stack,No,1268220
89.0,78.1,2804,Male,2,0.3,Electronics,Top IIT,0,3,3,4,4,3,3,47,7,12,3,2,4.68,Machine Learning,No,4569042
98.3,92.9,1004,Female,0,0.0,Computer Science,Top IIT,2,1,1,2,5,2,2,77,0,5,7,3,6.97,Other,Yes,3595604
77.9,75.2,26052,Female,1,0.7,Civil,Top IIT,3,1,3,3,3,4,2,60,5,10,5,0,7.21,Full Stack,No,2167226
71.2,69.8,3562,Male,0,0.0,Mechanical,Top IIT,1,1,2,3,4,4,2,64,4,12,2,0,4.01,Other,Yes,2374225
68.2,67.8,2945,Male,4,3.0,Electronics,Top IIT,1,3,2,5,4,4,2,71,5,9,0,2,2.82,Machine Learning,Yes,4639582
87.8,76.2,26275,Female,0,0.0,Electrical,Top IIT,1,2,4,5,2,2,3,69,5,10,2,3,2.94,Android Development,Yes,3291689
87.8,81.3,18059,Female,1,0.2,Mechanical,Top IIT,1,1,3,3,4,3,1,95,6,12,4,1,5.86,Other,No,2424033
91.1,78.7,19482,Female,2,1.1,Computer Science,Top IIT,2,1,5,3,3,2,2,119,3,12,3,2,6.6,Android Development,Yes,6120825
84.1,97.4,1455,Female,0,0.0,Computer Science,Top IIT,0,1,4,3,3,3,2,126,8,9,4,4,6.44,Other,No,5027310
82.6,77.8,5293,Male,1,0.7,Computer Science,Top IIT,1,2,3,4,5,4,2,105,1,13,4,1,6.11,Machine Learning,Yes,4628154
88.5,88.4,12231,Male,0,0.0,Computer Science,Top IIT,2,1,1,4,3,5,1,110,4,9,1,1,6.16,Full Stack,No,3990001
88.0,79.7,6152,Male,0,0.0,Electronics,Top IIT,1,3,0,3,3,3,0,74,3,5,6,0,5.79,Full Stack,No,3138193
74.7,72.1,7029,Male,0,0.0,Electronics,Top IIT,1,1,1,4,3,4,0,79,9,11,4,1,5.28,Full Stack,Yes,3138830
88.0,97.7,1665,Female,1,0.4,Computer Science,Top IIT,1,2,1,3,2,4,2,26,4,11,1,0,2.9,Android Development,Yes,4574587
92.8,76.3,4907,Male,0,0.0,Electrical,Mid IIT,2,1,2,5,4,2,0,97,3,11,1,3,8.12,Other,Yes,1413213
97.6,92.3,4977,Female,1,0.7,Computer Science,Top IIT,3,3,6,3,5,4,0,52,3,6,1,1,5.0,Machine Learning,No,4895958
87.7,82.4,32466,Female,0,0.0,Electrical,Top IIT,1,1,0,3,3,4,1,18,6,10,3,3,3.98,Machine Learning,Yes,2769915
83.1,67.0,5999,Female,1,0.5,Computer Science,Mid IIT,1,3,1,5,3,3,2,69,6,8,1,3,5.95,Full Stack,Yes,1690474
91.3,88.6,9441,Female,0,0.0,Electronics,Top IIT,2,1,1,3,4,5,4,7,10,13,6,1,4.37,Full Stack,No,2936836
88.9,78.4,4772,Male,2,1.7,Electronics,Top IIT,2,3,3,3,3,4,6,102,5,4,7,1,1.82,Other,Yes,4476000
88.3,88.5,29178,Female,1,0.7,Electronics,Top IIT,3,3,0,4,3,1,2,69,3,9,5,2,6.26,Other,No,3100804
83.7,80.1,1795,Male,2,1.7,Computer Science,Mid IIT,3,2,0,4,3,4,2,100,10,11,3,1,7.66,Android Development,Yes,2194924
67.7,68.9,6172,Female,1,0.2,Computer Science,Top IIT,0,1,5,4,4,4,1,90,4,8,3,1,6.09,Other,Yes,4364048
76.9,60.0,5676,Female,0,0.0,Civil,Top IIT,1,1,1,4,4,5,2,31,7,9,2,1,8.38,Full Stack,Yes,1762403
94.4,85.1,506,Female,1,0.8,Electronics,Top IIT,0,1,1,3,3,3,1,74,7,12,3,3,8.19,Other,Yes,3759377
79.2,76.4,3875,Male,3,2.8,Computer Science,Top IIT,8,3,3,4,4,2,1,91,4,7,7,2,5.08,Machine Learning,No,5565170
75.3,79.4,4770,Female,1,0.3,Computer Science,Mid IIT,1,1,2,3,5,1,3,136,4,12,4,2,7.62,Other,Yes,1925303
87.6,81.8,1887,Female,3,2.1,Computer Science,Top IIT,5,2,2,4,3,4,5,95,1,5,5,2,7.54,Other,No,5034156
76.9,70.3,6638,Female,0,0.0,Electrical,Top IIT,1,1,2,3,4,4,3,54,3,18,2,1,8.3,Full Stack,Yes,2575519
86.6,84.0,824,Male,1,0.3,Computer Science,Top IIT,0,1,0,3,4,3,4,129,5,9,2,2,5.8,Machine Learning,No,4760310
92.6,90.3,703,Male,1,0.4,Computer Science,Top IIT,1,1,2,3,3,4,3,106,5,7,2,2,7.27,Android Development,No,5810528
94.8,85.1,5929,Male,0,0.0,Civil,Top IIT,2,1,2,3,3,2,4,71,1,6,1,2,6.04,Other,Yes,1870717
97.0,88.5,2066,Male,1,1.0,Electronics,Top IIT,3,2,3,4,4,3,0,86,5,10,1,0,7.84,Full Stack,No,2924699
88.0,78.7,21053,Male,2,1.3,Electrical,Mid IIT,1,4,2,5,3,3,3,35,4,8,2,2,4.81,Full Stack,Yes,2122055
84.7,83.2,1241,Male,0,0.0,Computer Science,Top IIT,1,1,2,3,4,3,1,74,9,8,1,2,8.59,Other,Yes,3933933
86.7,86.5,3775,Male,1,0.1,Electronics,Top IIT,2,3,1,4,3,1,1,121,8,15,3,0,7.36,Full Stack,Yes,3850635
93.9,99.0,952,Female,1,0.1,Electronics,Top IIT,0,1,3,2,3,3,3,101,6,16,2,0,3.28,Other,Yes,3588297
85.7,84.3,2654,Female,2,0.7,Computer Science,Top IIT,1,3,2,4,4,3,1,59,7,11,4,1,2.56,Machine Learning,Yes,4915171
69.8,65.9,13249,Female,1,0.7,Civil,Top IIT,1,2,5,2,3,4,1,44,5,11,4,1,5.39,Other,No,2662181
88.2,86.8,48174,Female,0,0.0,Computer Science,Top IIT,2,2,0,4,4,3,3,53,7,17,1,1,5.41,Full Stack,No,3629974
69.9,64.9,19919,Female,1,0.3,Computer Science,Mid IIT,2,2,1,5,5,3,1,58,6,12,4,3,3.48,Machine Learning,No,1925350
96.1,89.5,4011,Male,2,0.7,Mechanical,Top IIT,2,1,0,3,4,4,1,36,3,15,1,0,6.27,Other,Yes,2673707
76.7,69.8,8449,Female,0,0.0,Computer Science,Top IIT,3,1,5,5,3,3,2,47,6,10,4,1,3.39,Machine Learning,Yes,4879995
75.6,80.0,12408,Male,0,0.0,Computer Science,Top IIT,1,3,2,3,4,2,1,115,8,12,2,1,7.07,Other,Yes,3829299
90.9,84.3,3789,Female,2,0.4,Computer Science,Top IIT,2,1,2,3,3,5,2,115,2,6,3,0,4.91,Android Development,No,4186854
88.1,79.2,11997,Female,1,0.9,Computer Science,Top IIT,2,2,1,4,4,2,3,75,5,11,2,1,7.62,Android Development,Yes,4168376
83.5,84.1,7201,Female,1,1.0,Civil,Top IIT,1,2,0,4,5,3,3,62,4,11,2,2,7.02,Machine Learning,Yes,2279356
95.3,90.1,406,Female,2,0.9,Computer Science,Top IIT,2,2,2,3,2,3,1,73,4,5,1,2,6.39,Full Stack,No,4846901
62.6,60.0,7583,Male,1,0.2,Computer Science,Top IIT,2,1,4,3,3,4,5,68,3,7,3,4,7.03,Other,Yes,4393178
72.6,70.1,3140,Male,1,0.5,Computer Science,Top IIT,1,2,1,4,4,3,2,121,6,14,2,3,7.14,Android Development,No,4319992
94.4,88.6,609,Female,0,0.0,Mechanical,Top IIT,2,1,2,4,4,3,4,83,3,10,3,0,6.81,Full Stack,Yes,2298022
